"label","Column1"
" биология "," Состояние изученности макрофитобентоса у берегов материковой части Татарского пролива Проанализирована история исследований макрофитобентоса северо-западной части Татарского пролива в пределах Хабаровского края Исследования проводились в двух направлениях флористическом и ресурсном Наиболее ранние сведения о растительности района получены во время экспедиции Лаперуза (1798 г ) Первые коллекции водорослей собраны в период с 1870 по 1912 г в экспедициях по изучению Японского моря Целенаправленно флору района начали изучать после организации ТОНС в конце 20-х гг прошлого века Флористические исследования проводили в экспедициях ТИНРО ИОАН СССР ИБМ ДВНЦ АН СССР Анализом материалов занимались сотрудники Ботанического института АН СССР (БИН) Ресурсные исследования проводили организации системы ТИНРО Их начало пришлось на 19201930-е гг После тридцатилетнего перерыва исследования промысловых ресурсов велись в 1960-е гг и далее возобновлены с 1999 г По результатам анализа состояния изученности растительности района определены перспективные направления дальнейших исследований Требуется продолжить ресурсные исследования для получения более полной информации о состоянии запасов промысловых макрофитов Необходимо изучение биологии видов а также ценотической структуры растительности района Регулярные исследования на контрольных полигонах позволили бы получать данные о сезонной и межгодовой динамике фитоценозов "
" биология "," Современное состояние классификации некоторых патогенных представителей родов Bacillus Brucella Burkholderia Francisella Vibrio Yersinia В работе рассмотрены современные принципы классификации прокариот определение и границы прокариотического вида как единицы классификации и идентификации критерии законности научных названий микроорганизмов Прослежены основные изменения в классификации некоторых патогенных представителей родов Bacillus Brucella Burkholderia Francisella Vibrio Yersinia в первую очередь патогенов I-II групп после выхода в 1980 г Одобренных списков названий бактерий Рассмотрены перспективы развития и совершенствования прокариотической классификации основанной на филогении 16S рРНК "
" биология "," Анализ активности радионуклидов в биогеоцеозах юго-западных районов Брянской области Проведен анализ многолетних данных по активности радионуклидов в основных компонентах лесных и луговых биогеоценозах радиационно загрязненных районах Брянской области Показано что наиболее высокая радиоактивность 137Cs характерна для мохово-лишайникового яруса в плодовых телах грибов и лекарственных растениях Наиболее высокая активность радионуклидов отмечена в биогеоценозах на природно-территориальных комплексах сформированных мощными песками и супесями с подзолистыми и дерново-подзолистыми песчаными почвами "
" биология "," Анализ активности радионуклидов в биогеоцеозах юго-западных районов Брянской области Проведен анализ многолетних данных по активности радионуклидов в основных компонентах лесных и луговых биогеоценозах радиационно загрязненных районах Брянской области Показано что наиболее высокая радиоактивность 137Cs характерна для мохово-лишайникового яруса в плодовых телах грибов и лекарственных растениях Наиболее высокая активность радионуклидов отмечена в биогеоценозах на природно-территориальных комплексах сформированных мощными песками и супесями с подзолистыми и дерново-подзолистыми песчаными почвами "
" биология "," Анализ активности радионуклидов в биогеоцеозах юго-западных районов Брянской области Проведен анализ многолетних данных по активности радионуклидов в основных компонентах лесных и луговых биогеоценозах радиационно загрязненных районах Брянской области Показано что наиболее высокая радиоактивность 137Cs характерна для мохово-лишайникового яруса в плодовых телах грибов и лекарственных растениях Наиболее высокая активность радионуклидов отмечена в биогеоценозах на природно-территориальных комплексах сформированных мощными песками и супесями с подзолистыми и дерново-подзолистыми песчаными почвами "
" биология "," Зависимость от пола и времени суток интенсивности галоперидоловой каталепсии у крыс а последние годы достигнуты несомненные успехи в изучении механизмов специфической активности нейролептиков Однако хронофармакология антипсихотических средств в мужском и женском организме остается изученной крайне слабо Для оценки функционального состояния дофаминергической передачи широко используется блокатор дофаминовых рецепторов - галопе-ридол и вызываемое им состояние каталепсии [1 2] В этой связи было интересно исследовать особенности действия галоперидоловой каталепсии у самок и самцов крыс в разное время суток "
" биология "," Накопление некоторых антиоксидантов в листьях колосняка песчаного (Leymus arenarius (L ) hochct) Балтийской и Куршской кос Адаптация растений к изменяющимся условиям окружающей среды определяется многими физико-биохимическими механизмами в том числе эффективностью работы антиоксидантов — аскорбиновой кислоты анто-цианов рутина и др [8; 10; 16; 18] Поиск новых тест-систем для оценки потенциала защитной системы у растительных организмов остается особенно "
" биология "," Чередование партеногенеза и раздельнополых генераций в размножении солоноводного рачка Artemia parthenogenetica (crustacea anostraca) Животным опытных групп дополнительно к основному кормовому рациону добавляли пробиотик Целлобак-терин 25 г (1-я опытная группа) ; 2-й опытной группе - пробиотик «Фибро-займ» по 15 г на голову в сутки До начала опыта были установлены фоновые показатели крови у коров Кровь брали из яремной вены утром до приема корма и воды Исследования морфологического спектра крови дойных коров проводили и в конце опыта (табл ) "
" биология "," Сравнительная характеристика линейного роста и параметров чешуи минтая северо-западной части Тихого океана Одними из специфических признаков популяций являются возрастная структура и закономерности роста Эти показатели служат основой при изучении популяционной биологии и оценки таких важных параметров как естественная смертность и закономерности нарастания ихтиомассы с возрастом которые необходимы для расчета прогнозов состояния запасов и обоснования минимального промыслового размера Кроме того до сих пор остается актуальной проблема пригодности чешуи в качестве регистрирующей структуры для определения возраста С этой целью изучены зависимость параметров чешуи от длины и возраста рыбы количество склеритов первого годового кольца и рассчитана длина годовиков минтая из четырех районов северо-западной части Тихого океана \ "
" биология "," Таурин: фармацевтические свойства и перспективы получения из морских организмов Обзор посвященный фармацевтическим свойствам аминокислоты таурина (сульфоксиглицина) и возможностям его получения из морского сырья Это вещество обладает широким спектром действия: оно является фактором роста и осморегулятором реализует функцию зрения и регенерацию сетчатки глаза оказывает тормозящее действие на постсинаптический нейрон и стабилизирует клеточные мембраны Таурин весьма важен для функционирования желчной системы тормозит накопление холестерина в крови стимулирует выделение инсулина повышает сопротивляемость холоду воздействию ионизирующих излучений и токсических веществ; способствует снятию конвульсий; сильный антиоксидант Данные по содержанию таурина в тканях человека а также тканях рыб моллюсков и некоторых водных и наземных позвоночных сведены в три таблицы Наиболее перспективными в качестве сырья для получения таурина являются морские моллюски "
" биология "," Обилие макрофауны пелагиали северо-западной Пацифики: 2 Биомасса Исследована плотность населения вычисленная не по числу особей как в предыдущей публикации а по их биомассе Средняя плотность макрофауны M (кг/км2) оценена для всей акватории в целом а также для различных водоемов групп животных и слоев пелагиали по отдельности показана зависимость ее оценок от пространственных масштабов осреднения данных Исследована связь M с различными характеристиками величины выборки показаны глобальные тренды и локальные неоднородности ее пространственного распределения выявлены связи этого показателя с другими интегральными характеристиками рассмотрены особенности ее сезонной и многолетней динамики в 4 водоемах Рассмотрена причина различий в закономерностях пространственно-временного распределения численности и биомассы Особое внимание уделяется анализу зависимости обилия гидробионтов от динамики вод в местах их обитания В заключении по материалам этой и предыдущей публикаций сформулированы наиболее общие закономерности распределения обилия макрофауны в пелагиали изучаемого региона "
" биология "," Цинк в почвах и растениеводческой продукции стационарного опыта В статье приведены результаты исследования содержания цинка в черноземных почвах и растениеводческой продукции Установлено низкое содержание цинка в почвах что свидетельствует о необходимости широкого применения цинковых удобрений на сельскохозяйственных культурах Содержание цинка как в основной так и в побочной продукции колебалось в зависимости от сельскохозяйственных культур и почвенно-климатических условий и не превышало ПДК "
" биология "," К семействам Ласточковые Жаворонковые Трясогузковые и Сорокопутовые Башкортостана Цель данной работы - показать изменение численности каждого вида вышеперечисленных семейств на административной территории современного Башкортостана В виду большой мозаичности ландшафтов республики мы не делаем ударение на указание биотопов в которых рассматриваемый вид наиболее распространён Сразу оговоримся количественные характеристики приведённые предыдущими исследователями не показывают конкретной численности видов а лишь отражают их субъективное восприятие Например предложение «Особенно многочисленным болотный лунь был на оз Шунгак-куль » (Ильичёв Фомин 1988) вряд ли указывает что этой птицы во время их исследований было больше чем 100 особей на км2 данного озера Скорее всего это обозначает что в ближайших окрестностях озера болотного луня значительно меньше Кроме того следующее предложение - «Столь же обычен он по всем водоёмам Зауралья» показывает что между терминами «особенно многочисленный» и «обычен» количественного различия нет "
" биология "," Важнейшие места миграционных остановок гусей и лебедей в трансграничных водно-болотных угодьях дельты Немана Показано уменьшение численности гуменника и увеличение численности серого гуся лебедя-кликуна малого лебедя но особенно значительное — белолобого гуся Данное явление обусловлено изменением миграционных путей этих видов в Европе потеплением климата смещением к западу мест зимовок (для белолобого гуся) эффективными мерами охраны зимующих птиц в Западной Европе "
" биология "," Ауторегуляция дыхательной активности Yersinia pestis С использованием полярографического метода обоснована возможность моделирования in vitro у бактерий Yersinia pestis ауторегулируемой последовательности метаболических состояний (по аналогии с изолированными митохондриями) путем введения в среду инкубации микроколичеств глюкозы Предложен рассчитываемый по полярограмме показатель степени энергозависимой ауторегуляции дыхательной активности Y pestis метаболический дыхательный контроль (МДК) численно равный отношению скорости дыхания бактерий в активном состоянии (состояние 3) к скорости дыхания в состоянии отдыха (состояние 4) На примере развивающейся и переживающей популяций Y pestis показана возможность применения параметров ауторегуляции дыхательной активности для оценки физиологического состояния бактерий "
"",""
" математика "," Рассматривается задача прямоугольной упаковки в полосу заданной ширины являющейся МР-трудной Для ее решения разработана конструктивная эвристика основанная на методах решения задачи динамического программирования Статья написана по материалам доклада на Международной уфимской зимней школе -конференции по математике и физике для студентов аспирантов и молодых ученых БашГУ-2005 г Задачи раскроя-упаковки (Cutting and Packing C&P) имеют большое практическое значение и являются типичными представителями NP-трудных проблем Для их решения применяются точные и эвристические методы Ввиду неполиномиальной сложности точных алгоритмов авторами многих работ уделяется значительное внимание эвристическим методам Для решения задач прямоугольной упаковки разработана конструктивная эвристика - метод динамического перебора (Dynamic Sorting DS) основанный на методах динамического программирования Конструктивные эвристики строят решение из начального частично построенного решения путем добавления к нему новой компоненты решения до тех пор пока решение не будет построено полностью В статье рассматривается задача прямоугольной упаковки в полубесконечную полосу (1 5DBP) "
" математика "," Описывается алгоритм синтеза биортогональных и комплексных вейвлетов Приводятся примеры восстановления и сжатия сигналов на основе сконструированных вейвлетов Описывается их сходство с базисом Карунена-Лоева Представлена картина пространно-временной развёртки случайного сигнала по масштабам неоднородности Приводятся примеры разложения и сжатия двумерных сигналов с фильтрацией по направлениям примеры выделения контуров и усиления контраста изображений Ранее [1] мы рассматривали синтез биортогональных вейвлетов в данной работе мы продолжим рассмотрение биортогональны вейвлетов и приведём алгоритм построения комплексных вейвлетов которые полезны при анализе и синтезе амплитуды и фазы оптических комплексных сигналов а также весьма эффективны для выделения контуров изображения В заключение приведем примеры сжатия и повышения контрастности двумерных изображений Критерии синтеза вейвлет-базиса "
" математика "," ОБ ИНВАРИАНТНОСТИ КЛАССА ОТНОСИТЕЛЬНО ОПЕРАТОРА ДИФФЕРЕНЦИРОВАНИЯ ОТНОСИТЕЛЬНО ОПЕРАТОРА В работе доказано что класс М^ инвариантен относительно оператора дифференцирования при всех а >0 Ключевые слова: голоморфные функции единичный круг мероморфные функции характеристика Р Неванлинны класс М^ оператор дифференцирования "
" математика "," Проблемные инновации в обработке данных без полноценной информации об объекте исследования и ограничений на область применения В статье исследуются вопросы связанные с проблемными инновациями в обработке данных на примере моделей коррекции остатками которые нашли широкое применение в первую очередь среди экономистов Показывается необходимость глубокого содержательного анализа исследуемых экономических систем четкого определения допустимых областей применения новыхэконометрических моделей и методов Стремление управлять процессами в обществе не имея полноценной информации Связано с огромными рисками Чем ближе к границе непознанного тем выше риск исюльзования инноваций Прежде инновационная деятельность человека была нацелена на то чтобы более эффективно возделывать и использовать то что создано Природой Сегодня он пытается возместить нехватку природных ресурсов дополнить то что дает ему Природа для поддержания жизненных сил усовершенствовать свой организм управлять процессами в обществе не имея полноценной информации Все это связано с рисками для самого человека Так в начале 2009 г за рубежом стали публиковаться статьи в которых на примере работ в области социальной нейронауки показано что при анализе результатов исследований часто применяются ненадежные статистические методы и доля статей с некорректным отбором данных значительна "
" математика "," Матричная интерпретация и матричное решение задачи агрегирования Проанализируем рассчитанные показатели Как видно работы A B D G J L имеют степень критичности равную единице Из них работы A B D и L являются критическими при любом наборе возможных длительностей работ так как они принадлежат всем путям имеющим ненулевую степень критичности Кроме того в зависимости от длительностей будут критическими либо работы G и J либо F и K Этим работам следует уделить особое внимание при управлении поскольку задержка их выполнения повлечет за собой задержку выполнения проекта в целом Работы C E F и H имеют обобщенную степень критичности 0 поэтому они не являются критическими при любых возможных ситуациях и имеют резерв Выводы В результате исследований выделено два подхода к определению нечетких множеств критических путей и работ сетевой модели проекта основанные на путевой и резервной критичности работ Установлено что степени критичности путей и работ проекта полученные при реализации подходов различны и не в полной мере обеспечивают решение задачи СПУ Для повышения достоверности и эффективности метода нечеткого критического пути предложено комбинировать два подхода и осуществлять расчеты степеней критичности путей и работ на основе агрегирования путевой и резервной критичности "
" математика "," Уравнение амальгамно-обменной колонны для усреднённых потоков Одним из параметров влияющих на гидродинамическую обстановку в рабочей камере центробежного аппарата является высота конструкции Результаты исследования влияния этого параметра на распределение окружной скорости представлены на рис 4 Как видно из представленных иллюстраций уменьшение высоты рабочей зоны не ведет к существенным изменениям поля окружной компоненты скорости Однако следует отметить что с изменением геометрии существенно меняется направление движения основного потока Таким образом угол между аэродинамической силой и центробежной силой может существенно изменится Это явление может оказать значительное влияние на процесс разделения тонкодисперсных частиц в центробежном аппарате Созданная математическая модель турбулентного течения в центробежном аппарате может быть использована для оптимизации режимных и геометрических параметров существующих устройств а также при создании новых перспективных конструкций "
" математика "," Моделирование нестационарных динамических систем методом изображающих векторов Проводится в векторно-матричной форме синтез управляющего сигнала нестационарных динамических систем по желаемой характеристике выходного сигнала и предложен алгоритм оценки их параметров методом изображающих векторов Это операторный метод который всякой временной функции на конечном промежутке времени ставит в соответствие n-мерный вектор а линейному оператору матрицу (nЧ n) Дальнейшие преобразования необходимые для оценки параметров и управления системы ведутся численными методами Все это позволяет успешно использовать вычислительную технику а окончательный результат на основании формулы обращения записывать в аналоговой форме Современные технологические процессы и производства характеризуются многофакторностью и сложными зависимостями между параметрами И поэтому широкое распространение систем с переменными параметрами в области автоматического управления в информационно-измерительных системах а также необходимость более глубокого количественного и качественного изучения процессов протекающих в таких системах приводит к интенсивной разработке цифровых методов синтеза и анализа подобных систем и объектов "
" математика "," О качестве поиска информации по нечетким описаниям Применение аппарата теории нечетких систем в задачах поиска информации переживает в настоящее время период бурного роста Причин сложившейся ситуации несколько Их можно разделить на внутренние и внешние К первым можно отнести накопившийся к настоящему времени опыт (как позитивный так и негативный) разработки и использования таких систем Именно в рамках такого опыта могли возникать вопросы типа: Можно ли предложить такое правило описания реальных объектов чтобы человек - источник информации описывал объекты с минимальными трудностями?   Как формировать описания объектов чтобы разные источники описывали их более или менее одинаково?   Как описывать объек- -?   средств очертил их область применения их преимущества и недостатки В частности выделилась ниша широкого класса задач не требующих глубокого логическо- широкое распространение во многих сферах деятельности Эти задачи можно назвать поиском информации в разнородном информационном пространстве Человека окружает множество различных баз данных доступных ему и в принципе относящихся к решаемой задаче "
" математика "," Математические модели геомиграции в пористых средах обладающих фрактальной структурой При мелиорации земель проектировании и строительстве гидротехнических важное значение играют геофильтрация и геомиграция водорастворимых веществ в частности солей в почве и грунтах При исследовании подземных вод важным является такой расчет работы во - При работе водозаборных скважин в районе морских побережий засоленных озер и солончаков существенно чтобы водозабор не засорялся Очевидно что форма границ области загрязнения влияет на условия работы водозабора Грунтовые воды всегда содержат то или иное количество растворимых солей Некоторое количество солей находится в грунте в твердой фазе они могут быть сорбированными на частицах грунта и десорбироваться с их поверхности или быть рассеянными внутри пор Имеет место то или иное первичное засоление почв и грунтов в результате ирригации наблюдается вторичное засоление Оно объясня- земли на достаточно близкое расстояние (обычно меньшее трех метров) испарение с их поверхности становится особенно интенсивным и соли выносятся в верхние слои грунта и на его поверхность При этом снижается плодородие почвы а через некоторый промежуток времени она может стать совсем бесплодной Поэтому вопросы прогноза водно-солевого режима почв и грунтов имеют весьма "
" математика "," Использование темпоральных графов как моделей сложных систем Теория графов привлекает большое внимание специалистов различных областей знания Она используется для изучения многих сложных природных явлений Наряду с традиционными применениями ее в таких науках как физика электротехника химия она проникла и в науки считавшиеся раньше далекими от нее - экономику социологию лингвистику и др Традиционно теория графов используется для представления отношений между элементами сложных структур различной природы [1-3] При этом данные отношения между элементами являются постоянными и не меняются во времени Такие графы в работе [4] были названы «статическими» В случае когда отношения между элементами некоторой структуры изменяются во времени традиционные «статические» графы неприменимы для их описания и моделирования "
" математика "," Обобщенные схемы сшивания с адаптивными параметрами при hil-моделировании Численное математическое моделирование сложных систем обладает свойствами универсальности и простоты применения Достоверность моделирования в Для сложных элементов увеличение точности математических моделей приводит к существенному росту вычислительных затрат Натурное макетирование сложных систем обладает высокой достоверностью Объединение численного моделирования с натурным когда сложные элементы системы представлены реальными объектами получило название HIL (Hardware In the Loop) моделирования Достоинствами HIL-моделирования являются высокая достоверность моделирования и относительная универсальность "
" математика "," Модификация ячейки однородной структуры для решения дифференциальных уравнений в частных производных с переменными коэффициентами Предложена модификация ячейки однородной структуры для решения дифференциальных уравнений в частных производных с коэффициентами зависящими от искомой переменной Показана возможность реализации функционального наполнения ячейки с параллельным пересчетом значений коэффициентов во внешнем устройстве Представлены результаты моделирования линейки ячеек на примере решения тестовой краевой задачи с температурно-зависимыми коэффициентами В статьях [1 2] изложены примеры реализации вычислительного устройства для решения дифференциальных уравнений в частных производных на основе непрограммируемых ячеек однородной структуры [3] показана возможность его реконфи-гурирования в зависимости от области решения и вида граничных условий с помощью моделирования дана оценка выигрыша в производительности на данном классе задач по сравнению с универсальным микропроцессором при прочих равных условиях Подобные устройства с аппаратной реализацией алгоритма на микросхемах типа БМК или ПЛИС находят все большее применение в высокопроизводительных вычислениях [4] "
" математика "," Приближенные формулы решения прямой кинетической задачи для жидкофазного ингибированного окисления углеводородов Использование алгоритма описанного в предыдущей работе «Алгоритм построения приближённых формул для решения прямой кинетической задачи на основе численного решения» иллюстрируется на известном примере Подробно обсуждаются все этапы алгоритма: численное интегрирование упрощение исходной задачи получение локальных формул сращивание их в глобальные проверка малой зависимости погрешности последних от констант скоростей "
